issue_id,issue_resolved_date,issue_resolution,issue_content,issue_priority,issue_assignee,issue_assignee_username,issue_created_date,issue_summary,issue_status,issue_type
MNG-5672,Mon Aug 11 00:00:00 EDT 2014,Fixed,Maven Central can now be accessed via HTTPS. I think the default configuration should be switched to use that  rather than the current unsecured HTTP transport. http://central.sonatype.org/articles/2014/Aug/03/https-support-launching-now/ https://repo1.maven.org/maven2 or https://repo.maven.apache.org/maven2,Major,Brian Fox,brianf,Mon Aug 04 00:00:00 EDT 2014,[MNG-5672] Switch access to Maven Central to HTTPS,Closed,improvement
MNG-569,Sun Oct 02 00:00:00 EDT 2005,Fixed,Goal description is missing for some plugin  so plugin:xdoc generate documentation with "No description." For instance: http://maven.apache.org/maven2/plugins/maven-plugin-plugin/,Minor,null,null,Mon Jul 11 00:00:00 EDT 2005,[MNG-569] Missing goal description for some plugin,Closed,improvement
MNG-5712,Fri Oct 31 00:00:00 EDT 2014,Fixed,the documentation is pretty empty: http://maven.apache.org/ref/3.2.3/maven-core/toolchains.html at least pointing to m-toolchains-p http://maven.apache.org/plugins/maven-toolchains-plugin/ or jdk toolchain http://maven.apache.org/plugins/maven-toolchains-plugin/toolchains/jdk.html or mini-guide http://maven.apache.org/guides/mini/guide-using-toolchains.html,Major,Herv� Boutemy,hboutemy,Fri Oct 31 00:00:00 EDT 2014,[MNG-5712] Improve toolchains descriptor documentation,Closed,improvement
MNG-5713,Fri Oct 31 00:00:00 EDT 2014,Fixed, ,Major,Herv� Boutemy,hboutemy,Fri Oct 31 00:00:00 EDT 2014,[MNG-5713] Improve Toolchains API description,Closed,improvement
MNG-5717,Sun Nov 02 00:00:00 EDT 2014,Fixed,Just like settings.xml we need to add information to the toolchain model to be able to trace where certain elements are coming from.,Major,Robert Scholte,rfscholte,Sun Nov 02 00:00:00 EDT 2014,[MNG-5717] Enrich toolchain xml with merge information,Closed,improvement
MNG-5718,Mon Nov 03 00:00:00 EST 2014,Fixed,Officially the content of the &lt;provides&gt; element in a toolchain was free of structure  although we only know Properties-like structures. To be able to support the merging of toolchains ( MNG-5714 ) it is better to drop the free structure and change it to Properties. The jdk toolchain will be modified accordingly  being transparent for users. But any custom toolchain implementation will need to be updated.,Major,Robert Scholte,rfscholte,Mon Nov 03 00:00:00 EST 2014,[MNG-5718] Change 'provides' from Object to Properties in toolchains.xml,Closed,improvement
MNG-5724,Sat Dec 13 00:00:00 EST 2014,Fixed,Release Notes - Maven Wagon - Version 2.7 Bug WAGON-407 - wagon-maven-plugin ITs fail with missing class: org.apache.commons.io.IOUtils WAGON-418 - Changes from WAGON-388 broke the WebDAV Wagon WAGON-419 - HTTP wagons incorrectly encode blank space in URLs causing resources to be uploaded/looked up with a "+" sign New Feature WAGON-420 - Implements RFC 6585 (return code 429: too many requests) Release Notes - Maven Wagon - Version 2.8 Bug WAGON-416 - Lightweight HTTP Wagon doesn't set Proxy-Authorization header WAGON-422 - HTTP wagon AuthScope is not definable from settings ,Major,Olivier Lamy (*$^�%`�),olamy,Mon Nov 17 00:00:00 EST 2014,[MNG-5724] Upgrade to last Wagon 2.8,Closed,improvement
MNG-5734,Sun Feb 22 00:00:00 EST 2015,Fixed,If you define a list of modules within a multi module build like this:   &lt;modules&gt;    ...     &lt;module&gt;assembly&lt;/module&gt;     &lt;module&gt;shade&lt;/module&gt;     &lt;module&gt;&lt;/module&gt;   &lt;/modules&gt; The above will produce a WARNING which should be changed into failing the whole build cause it simply a wrong definition of a module in the list...,Minor,null,null,Thu Dec 11 00:00:00 EST 2014,[MNG-5734] Empty module entry should fail instead of just producing a WARNING,Closed,improvement
MNG-575,Wed Sep 21 00:00:00 EDT 2005,Fixed,&#91;actually maven-artifact-manager..?&#93; Since my umask = 077  m2 deploy stores files in the remote repository that aren't accessible by httpd. I need to provide file permissions in the repository configuration in the pom or in the settings.xml server definitions (perhaps the repo's  but permissions should go with authentication information I think). Wagon already supports filemode and group settings on it's Repositories. DefaultWagonManager doesn't provide a way to fill those settings. ,Major,Brett Porter,brettporter,Tue Jul 12 00:00:00 EDT 2005,[MNG-575] Add a way to configure permissions on deployed files,Closed,improvement
MNG-5752,Sun Jan 11 00:00:00 EST 2015,Fixed,Use of hardcoded system classloader as parent of plugin and project extensions realms makes it hard/impossible to run maven in "advanced" classloading environments  like eclipse maven development tools and integration test harnesses  where system classloader may contain unknown/undesired classes. See https://github.com/takari/takari-plugin-testing-project/blob/master/classloading.md for more detailed explanation of the problem.,Major,igorfie,igorfie,Sun Jan 11 00:00:00 EST 2015,[MNG-5752] avoid hardcoded system classloader references,Closed,improvement
MNG-5754,Sat Jan 17 00:00:00 EST 2015,Fixed,Right now the reading of toolchains is triggered by the maven-toolchains-plugin. This is not efficient  since the same files will be read over and over again in a multimodule project. This might be even be more tricky when building with multiple threads. We probably can assume that if someone has specified a toolchains.xml  he also wants to use it. I don't see any reason why to wait until the first the maven-toolchains-plugin is called.,Major,Robert Scholte,rfscholte,Fri Jan 16 00:00:00 EST 2015,[MNG-5754] Toolchains should be read during initialization,Closed,improvement
MNG-5759,Fri Apr 03 00:00:00 EDT 2015,Fixed,I'm running a run configuration in Eclipse/STS called "Mule Application with Maven" from Mulesoft.  It does not appear to use the m2eclipse plugin or anything like it to pass in a JAVA_HOME environment.  Thus  the mvn shell script in $ {M2} /mvn is left to try and determine the JAVA_HOME environment.   In my case  my Mac has the Apple Java 6 installs  but also has the Oracle Java 7 installs.  The java preferences has 1.7 specified and the /usr/libexec/java_home variable returns "/Library/Java/JavaVirtualMachines/jdk1.7.0_72.jdk/Contents/Home" The mvn script first checks to see if /System/Library/Frameworks/JavaVM.framework/Versions/CurrentJDK is a symlin/link at ~ line 61.  It is  so it uses that to set JAVA_HOME.  However  since every setting that I know to set has specified java 7  it's incorrectly setting JAVA_HOME to a 1.6 version  which is where the /System/Library/Frameworks/JavaVM.framework/Versions/CurrentJDK link is pointing too. since /usr/libexec/java_home points to the correct environment  I propose that you move the if block ~ line 82 to above the first if block ~ line 61.  Here's a diff against the current trunk: index 1ed3024..43b8304 100755 &#8212; a/apache-maven/src/bin/mvn +++ b/apache-maven/src/bin/mvn @@ -58 6 +58 13 @@ case "`uname`" in Look for the Apple JDKs first to preserve the existing behaviour  and then look for the new JDKs provided by Oracle. +           if [ -z "$JAVA_HOME" ] &amp;&amp; [ -x "/usr/libexec/java_home" ]; then +             # +             # Apple JDKs +             # +             export JAVA_HOME=$(/usr/libexec/java_home) +           fi +             if [ -z "$JAVA_HOME" ] &amp;&amp; [ -L /System/Library/Frameworks/JavaVM.framework/Versio               # Apple JDKs @@ -78 13 +85 6 @@ case "`uname`" in               #               export JAVA_HOME=/Library/Java/JavaVirtualMachines/CurrentJDK/Contents/Home             fi            - if [ -z "$JAVA_HOME" ] &amp;&amp; [ -x "/usr/libexec/java_home" ]; then # # Apple JDKs # export JAVA_HOME=`/usr/libexec/java_home` fi             ;;  esac there's another bug in the 3.2.5 release which appears to have been fixed in the current trunk:  "export JAVA_HOME=/usr/libexec/java_home" was changed to "export JAVA_HOME=`/usr/libexec/java_home`" (with the back ticks).  I prefer $() over ``  but it's irrelevant. I feel that /usr/libexec/java_home is the preferred method for finding the correct JAVA_HOME environment.  Perhaps that is not correct.,Minor,null,null,Thu Jan 29 00:00:00 EST 2015,[MNG-5759] Change order of IF statements to determine JAVA_HOME,Closed,improvement
MNG-576,Mon Jul 18 00:00:00 EDT 2005,Fixed,The following patches integrates the ear plugin into a m2 lifecycle so that m2 package / install / deploy / etc goals could be used with an 'ear' packaging. First patch is to be applied on maven-core to register ear lifecycle Second patch is to be applied on maven-plugins/maven-ear-plugin to  add support of generateApplicationXml flag which states whether application.xml should be generated or not (default is true). This relates to MNG-563 where the original discussion took place.,Blocker,John Casey,jdcasey,Tue Jul 12 00:00:00 EDT 2005,[MNG-576] Support of EAR lifecycle,Closed,improvement
MNG-5767,Fri Feb 20 00:00:00 EST 2015,Fixed,Some of the projects builds I work on require special jvm options  like minimal -Xmx value  and specific command line parameters  like --builder. Currently  I have to manually configure these every time run the build  which is rather annoying and error prone. This manual configuration also makes it harder for new or external developers to build the projects and many simply give up trying after "mvn package" does not work from the first try. This enhancement request proposes to introduce two new optional configuration files .mvn/jvm.config and .mvn/maven.config  located at the base directory of project source tree. If present  these files will provide default jvm and maven options. Because these files are part of the project source tree  they will be present in all project checkouts and will be automatically used every time the project is build.,Major,igorfie,igorfie,Thu Feb 19 00:00:00 EST 2015,[MNG-5767] project-specific default jvm options and command line parameters,Closed,improvement
MNG-5768,Fri Feb 20 00:00:00 EST 2015,Fixed,When invoking plugin goal from command line  it is possible to configure the goal using special 'default-cli' pom.xml execution id. This has two obvious limitations. First  it is not possible to have more than one configuration for command line use. Second  it is not possible to share configuration between direct plugin invocation and execution bound to lifecycle phase. To address this  I propose to extend direct plugin invocation syntax to allow optional @execution-id parameter  e.g.  org.apache.maven.plugins:maven-remote-resources-plugin:1.0:process@executionId.,Major,igorfie,igorfie,Thu Feb 19 00:00:00 EST 2015,[MNG-5768] specify execution-id for direct plugin goal invocation from command line,Closed,improvement
MNG-5771,Fri Feb 20 00:00:00 EST 2015,Fixed,As of version 3.2.5 maven provides two mechanisms to contribute additional components to maven core runtime. It is possible to add component jars to $M2_HOME/lib/ext directory. It is also possible to specify component jars using -Dmaven.ext.class.path command line parameter. Neither of the mechanisms is user friendly. In both cases  the user is expected to manually locate and download all required jar file. In both cases  this has to be done on all systems where the extensions are needed. In both cases  all extra jars are loaded into single classloader so all extensions must agree of the same set of dependencies. This jira is to track changes needed to make it possible to configure core extensions in terms of groupId/artifactId/version and share set of required extensions across multiple systems. More specifically   introduce new ${maven.projectBasedir}/.mvn/extensions.xml descriptor to specify list of extensions. Initially  the descriptor will only allow specification of extension groupId/artifactId/version  but can be extended to support dependency includes/excludes mechanism and configuration parameters later &lt;?xml version="1.0" encoding="UTF-8"?&gt; &lt;extensions&gt;   &lt;extension&gt;     &lt;groupId&gt;...&lt;/groupId&gt;     &lt;artifactId&gt;...&lt;/artifactId&gt;     &lt;version&gt;...&lt;/version&gt;   &lt;/extension&gt;   &lt;extension&gt;...&lt;/extension&gt;   ... &lt;/extensions&gt; change maven to read and load core extensions in separate class realms as part of plexus container setup. provide mechanism for extensions to declare exported artifacts and packages using META-INF/maven/extension.xml descriptor. ,Major,igorfie,igorfie,Fri Feb 20 00:00:00 EST 2015,[MNG-5771] improved user-configurable core extensions mechanism,Closed,improvement
MNG-5772,Fri Feb 20 00:00:00 EST 2015,Fixed,just to keep dependencies current sisu 0.3.0.M1 -&gt; 0.3.0: https://wiki.eclipse.org/Sisu/Changelog (doesn't precise changelog from M1 to release...) guice 3.2.3 to 3.2.5: https://github.com/sonatype/sisu-guice/releases,Major,igorfie,igorfie,Fri Feb 20 00:00:00 EST 2015,[MNG-5772] upgrade to sisu 0.3.0 and sisu guice 3.2.5,Closed,improvement
MNG-5794,Mon Apr 06 00:00:00 EDT 2015,Fixed,I did copy the HTTPS proxy entry and modified it into a HTTP entry in the settings.xml. But I forgot to change the id of the second proxy entry. It took me a while to figure out why it isn't working... Untested patch  but I hope you get the idea! with kind regards thomas diff --git a/maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionRequest.java b/maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionRequest.java --- a/maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionRequest.java +++ b/maven-core/src/main/java/org/apache/maven/execution/DefaultMavenExecutionRequest.java @@ -162 7 +162 10 @@      private boolean useLegacyLocalRepositoryManager = false;        private Map&lt;String  Object&gt; data; -     + +    @Inject +    private Logger logger; +      public DefaultMavenExecutionRequest()      {      } @@ -788 7 +791 14 @@ public MavenExecutionRequest addProxy( Proxy proxy )          {              if ( p.getId() != null &amp;&amp; p.getId().equals( proxy.getId() ) )              { -                return this; +                if( !( p.getProtocol().equals( proxy.getProtocol() ) ) ) +                { +                    logger.warn( "Duplicate proxy id found! But protocol differs!\n" + +                                 "Please check your settings.xml file!" ); +                } else +                { +                    return this; +                }              }          } ,Major,Robert Scholte,rfscholte,Sat Mar 28 00:00:00 EDT 2015,[MNG-5794] Warn about Proxies with duplicate id  but different protocols,Closed,improvement
